13682	4678
6804	6143
5881	21489
21329	4999
5745	4730
23875	15190
20855	13751
1013	11126
417	1901
19820	2141
8197	429
4840	221
1626	6085
12426	439
30330	5102
14754	1659
14213	20991
6380	2038
2216	8033
2451	2669
8235	4267
2218	11102
6589	2911
13698	415
185	1314
11977	8298
14833	14845
25483	5748
5938	3790
2216	5615
2218	452
3089	8212
14025	8725
1681	27
18186	18143
322	2570
19164	19174
1059	6455
10238	9566
13640	15026
4392	4843
1027	915
1362	1356
7098	18220
1264	49
116	2717
10602	10871
2136	108
108	5982
18241	11763
14753	558
47885	19791
5843	10911
5681	8739
5441	12844
14288	31795
1762	5550
2294	2287
14242	7926
13021	7375
5274	4412
24185	13683
5994	5868
1269	1350
4889	1762
12386	18710
11817	325
5033	14391
14812	6286
2096	9687
2170	23803
6099	5358
4725	5047
18277	30551
1100	5493
83	183
14024	5393
14395	33101
53260	34294
49	4775
20545	6212
5627	19740
6365	9782
12225	5243
4988	14134
12810	14230
17285	46678
4416	31254
362	966
13909	5670
30976	19133
5874	8357
6075	11420
5744	108
14392	13039
14379	14380
14230	1038
901	7583
44	4367
1707	1702
9120	12039
1154	5028
5448	102
43734	30558
18277	47190
15024	19532
3818	2453
18	68
14549	4471
978	17983
9993	20509
505	4829
589	590
13931	33550
19629	12663
1288	1295
53427	34807
2042	11102
5211	15047
195	9171
2145	6213
936	17720
4385	1143
32306	5174
1820	45
15048	45427
116	44
2108	23471
2570	9714
37220	19870
4888	1766
2453	5055
13931	6372
195	9199
4426	2085
11369	6036
6169	115
265	11101
46552	17131
5001	31018
8825	14356
16565	5270
3905	5268
2410	15013
14840	14833
19317	1271
26649	3443
44949	50845
15041	12652
3642	11692
353	4839
6361	34770
29	1758
23216	23214
49753	54123
5273	87
5698	12335
22914	22931
5754	349
3801	21726
25282	2410
5466	32995
6365	8887
40322	52243
4984	4990
8027	4548
29062	13039
14379	5013
27	108
30306	12836
3193	13932
485	8366
2672	5679
5985	1501
57769	58105
46659	17285
1035	13
20024	22336
17699	18645
40251	9901
2476	6206
1050	6526
32900	52869
2672	24184
11377	13906
1898	11107
993	12263
5044	364
1268	446
14823	3071
13915	5493
49	4809
51	86
5488	14604
53176	34037
2108	295
4689	24717
5665	1501
14936	580
31122	4300
12386	572
15504	12454
49	362
112	4836
13928	12219
2408	18183
80	5192
19688	7281
2089	5887
552	606
1379	19852
5907	1597
14228	2140
11426	20678
9109	414
37493	7870
1786	516
2451	5981
11377	25419
4840	1542
22955	5062
429	3662
14937	1353
27592	27591
17793	5828
18923	1151
11384	22558
23880	23948
305	1956
9056	2052
24176	8934
44426	13747
962	116
17280	4313
116	5981
31909	21086
417	13743
7513	13951
13768	31614
19153	19154
18259	22627
13	1039
2	12
928	446
28880	5415
6962	9109
8818	6325
39271	31599
9528	8983
5495	5463
3998	5967
102	5567
6570	1915
4616	4471
14507	4629
13928	14025
6368	32069
6658	1895
10052	14573
11377	8983
4993	6083
4227	5243
2222	5415
417	319
1304	3216
11104	6118
8844	38942
5744	4689
2136	8220
962	5836
1786	21339
30996	4181
17950	5063
33117	38942
21484	13935
3314	25660
500	13084
1308	6901
19826	19835
5346	32719
14293	463
1040	14377
3818	491
1640	5038
3496	44
13729	13931
6110	19206
6018	527
19979	10190
17876	1356
4313	44
9896	221
5488	13925
23641	2146
12480	24262
7482	1059
8635	4894
31698	9106
7032	5646
3036	2244
14827	14843
6377	24226
6028	2278
16776	18289
39938	9566
7779	18724
30385	51028
1505	83
678	11559
5275	5278
185	8827
8265	8212
5486	3486
3642	2278
4987	3924
112	94
4392	16597
4991	3703
2923	20551
457	6085
8812	20678
6098	1621
5033	2767
56472	57873
5448	572
11544	4794
962	1314
34240	6114
1316	13965
13728	5670
112	68
49	4683
21508	21517
19370	5018
5866	23082
18724	9782
21377	17594
23668	14614
4777	5009
5233	1987
5546	102
12845	1383
5674	5932
57860	56373
5043	415
18224	4111
1013	14230
7480	8545
8236	2494
30658	13909
2400	2359
6117	14015
20446	5415
2314	2669
5746	3855
19240	2130
4640	1786
1107	45
1196	68
6232	2085
324	6278
4058	8055
27197	9901
1898	22079
25872	18113
1027	18188
5544	33098
8828	342
116	6476
13401	13467
6314	5199
1794	1830
5482	102
4008	44
13642	18227
23129	26649
4777	6187
1208	101
195	901
22490	13612
14664	546
27	1533
427	8590
14595	597
4323	990
108	5605
1905	1898
589	14950
9742	19734
1512	15014
1050	4827
5450	2453
34020	24414
5496	23106
31901	31127
1801	2057
1632	2726
17624	915
1661	6023
5488	1533
5689	108
13729	13917
5210	31356
2176	223
4961	5434
21539	9877
1523	16095
6361	27983
3690	44
12140	42996
2315	427
362	5038
4993	13095
8611	3925
18147	35599
38009	8212
1051	13691
5649	2767
32083	4916
4985	3212
5968	6012
10186	22915
6055	431
6067	116
18208	4825
5419	17812
2675	8167
6363	5039
5033	2748
1304	3776
13732	678
2216	13696
14178	446
13762	8307
16597	2206
8212	13935
5681	20678
1162	12810
5168	19363
45180	14662
5387	21045
446	1207
1786	3715
12747	7509
22173	2278
8787	1645
2203	2295
11817	1786
1552	27
320	417
116	2623
4570	446
5538	33094
5641	1501
4605	1679
18746	9459
4959	271
5688	5730
2312	6067
5550	102
2443	3661
5672	10191
4342	4471
5657	33469
5441	31307
2360	7375
13968	30652
9192	195
217	44
8088	8212
13778	418
4723	116
4425	1665
8755	1331
4629	12695
1154	18941
2495	1015
20947	23613
1013	1055
1304	2679
18112	2453
2316	1662
1872	12663
836	4948
23506	7870
11227	41707
11523	564
10294	10295
21521	21507
22146	16595
13044	18197
2549	5823
20116	1501
5610	3604
4824	4467
18667	1100
8556	2294
22441	14615
32809	8844
1508	221
2189	102
8725	13910
8545	9989
14589	22917
5657	4548
5482	3398
5419	13725
5946	116
12691	4629
33059	14827
6001	14227
5631	2751
45355	14950
13977	22842
8992	20020
2186	12459
19443	12631
1641	2378
2140	2742
31205	34622
24000	4436
18801	3141
11018	915
27944	51174
1601	1244
14665	1955
13020	1270
9109	25927
368	1143
24192	2218
20024	5811
418	5955
31842	50125
14603	4655
18070	14398
14812	23950
1768	4894
7924	19734
1537	14098
2136	6067
8520	19776
2722	12459
23949	40239
3545	29765
5035	5022
1545	20646
1777	876
8821	18847
38915	54469
47177	45107
13728	8055
14138	25525
44608	55752
824	2262
2660	765
5724	2151
8984	34922
20675	16780
11107	2711
5648	4021
25665	14399
5028	1037
14125	7735
34883	13831
43170	55388
51625	29103
2314	190
2536	108
17650	4951
1505	5045
7945	17983
4730	18326
1531	1318
5280	5270
3790	375
4691	31700
1051	2222
6027	18927
44	4479
5800	1641
1331	5974
38169	8308
2224	2757
5688	353
1968	116
112	1989
5738	108
1578	1315
4689	13687
5993	34020
6345	1143
2329	2314
7107	14773
5274	25534
4004	13909
8992	22230
291	454
2144	5415
1668	12263
2672	13691
18001	5677
6864	13740
5696	2218
1331	1511
27	1526
5800	23031
18889	8629
3924	25878
13729	10602
2420	2669
24493	2279
6328	23034
33112	23627
22842	31203
730	3398
20938	5035
5273	14755
24194	13687
2299	2359
11461	4743
17984	978
4723	10911
18040	33076
818	3378
69	4710
22918	8254
19363	19133
2576	2163
31225	45324
8767	7895
99	117
16373	2453
7885	7774
5648	12969
9595	9695
3	428
1353	5021
116	4055
4770	4839
4365	3486
9825	4012
112	1242
34917	14389
4985	19751
18169	16663
5632	1572
8178	14596
1013	1047
17282	5534
16378	16383
419	2493
11227	8303
4627	31526
2451	4843
80	3690
6130	10042
10131	1573
104	1281
7986	6291
9147	2197
8212	28805
1571	14547
25873	15023
5296	7375
5836	1372
11592	6380
2352	2623
2587	6198
12796	446
24931	32189
1626	1679
8140	2036
21510	19311
5681	5692
22078	33030
5649	19681
5719	4959
40928	14283
3193	14025
912	1711
7515	6214
1632	2669
1382	1383
386	13007
1273	1183
18163	19252
48474	20987
26598	24262
19500	4629
2090	4669
3089	915
8921	20386
8220	9973
108	2767
44392	13682
10131	2157
2752	108
47123	18175
14541	5014
21320	1786
8265	4841
14322	1212
2386	5758
5617	33249
21508	19311
4825	31906
5025	13925
1501	3773
305	115
27947	11838
234	485
1257	5243
2644	4743
6029	9222
23569	14230
4932	415
4987	28004
25539	50263
944	31
4268	44
561	14771
68	1150
1232	49
6418	13062
29729	48004
2089	8054
1219	901
6242	116
12908	564
29658	7098
13699	415
13732	44423
25877	3783
14404	13062
23214	2903
1304	4370
3788	14172
3770	8588
8197	2262
3252	5670
14549	6118
4512	31303
6	463
5346	21475
9944	2284
4099	12316
13939	14604
18120	17873
5282	87
1632	2289
18876	1143
4099	116
5033	4995
29136	12649
1281	1681
12490	12486
730	195
10413	5206
19737	5740
12852	4629
7604	18302
915	17638
466	355
1154	3846
979	17989
14604	4421
49	4827
24769	12339
2356	24981
44	4470
2625	8653
18138	5055
25595	5742
17137	12316
7755	4559
47976	56380
38748	23503
44	527
4508	349
5968	24176
3825	18170
13914	8725
23581	6085
6192	2183
116	3559
915	2343
362	981
48627	21358
2075	2767
32985	15068
818	195
33500	12748
48545	21155
299	2283
901	8621
674	11725
13794	973
17595	6404
5648	8165
14114	4629
4357	2767
1595	27
32795	21061
23450	30516
1385	5681
34736	14590
1552	5857
1003	68
1269	189
12645	14013
4852	8983
14253	12198
2036	5692
13401	23940
2722	25895
13728	3735
1817	4093
3939	1318
457	500
14288	2321
8376	8934
1744	52
13704	4982
1566	1607
688	16392
8795	6438
7480	1791
8490	7604
427	10871
153	2
1746	29
6168	293
9929	18321
6387	15220
4690	25077
3784	45
2314	491
40176	9779
32306	14836
1512	457
31658	4991
6035	14119
6306	2455
2490	2455
9687	295
4058	116
6232	5761
19880	8742
1667	5844
25651	18163
13728	13925
516	6127
18194	38542
2218	4730
12861	12631
529	572
24187	8934
14443	10044
20449	9046
5028	1047
6917	3735
3801	5681
6194	7507
315	2308
108	223
14346	44927
2408	5626
2408	1501
11468	23239
1578	239
4995	5045
2026	11155
9027	13677
17820	14556
4227	44
9616	2170
3773	5022
2754	25180
11243	34092
30932	29062
2163	16573
14835	564
14354	2115
962	1898
5764	31871
824	5078
14242	1739
19737	31238
5972	2453
5265	2090
9986	9973
5010	2262
13912	13962
18855	1143
5747	108
3289	6036
1664	2375
44495	40239
4088	44
50	4629
2625	2923
14901	590
3715	2501
16624	3668
7984	25828
44971	55854
30530	3998
13909	18710
7109	23679
5488	13918
13910	10871
8945	3682
825	1646
3976	3531
14394	2453
23961	25350
35880	44969
14888	1755
108	1542
5011	5045
1027	1037
1665	1051
6001	1924
23458	13932
5982	8439
11692	1094
16392	16393
26120	31247
14924	12647
2608	9944
1192	50
14176	5681
2364	527
32219	9871
18003	15036
987	1580
2882	14062
21520	1843
19737	19740
14824	3883
16590	2206
20025	8324
5856	9897
4642	1333
43734	43735
21540	1847
13683	13702
6581	9319
3379	29253
4392	6954
23992	6001
5073	2767
18241	30551
13916	2197
5443	2278
14616	1786
5746	413
24748	25933
4433	1143
234	6214
14805	1645
22505	5642
2163	1212
6342	9167
25549	22917
3953	7011
160	6365
10944	6380
19247	1247
27	324
11432	295
730	16631
5849	5739
4986	2669
2189	439
12969	13729
5281	979
3914	44
5592	375
417	310
18785	4843
13789	18038
24263	20551
20032	47991
5518	5415
1048	14614
30516	13909
12692	30327
2216	2386
5739	7990
986	978
33960	14459
19434	5909
18264	4357
19688	13084
10320	40664
14604	1143
21522	1843
349	2294
17578	901
44738	19829
1739	5563
24185	22555
17257	46649
2536	6117
12608	17097
14662	3399
57581	54798
5697	108
4181	12398
966	975
1040	2453
6017	22555
13906	5670
5848	9944
44634	13972
3141	2101
12960	383
4960	2428
18667	23493
4357	997
23732	9327
6036	12852
17882	18236
6306	31180
31525	5861
23	7
32946	35470
6003	6127
6017	13683
3056	27512
4386	13932
2672	6017
25792	5637
9153	20899
1531	5767
1013	14622
2386	8934
13793	6126
1632	527
27145	17285
8755	12935
217	7846
4801	20918
9080	37756
14242	12523
836	1526
5544	32795
46329	16565
5733	6287
1700	29
2768	2246
5486	23582
1762	1758
18672	20444
19777	17876
11851	5727
4729	14242
433	2205
6040	4004
4416	13084
12800	6455
3732	2453
6400	5156
17285	1775
5331	11351
23333	6061
3400	14824
30553	24206
47793	19571
6365	5605
1318	19607
9162	2052
34130	6053
1840	1501
24184	21603
116	6238
4034	7515
17707	5014
24185	13701
457	5005
67	4964
572	14757
44	4029
7698	22903
730	5430
30899	4093
9153	14037
4793	6085
1786	12810
7787	6365
32081	4916
30560	18018
4357	14391
4841	1898
613	590
32603	5270
11409	291
3883	389
981	5013
8308	6108
14833	27611
5648	14617
5076	69
14230	454
2827	2038
5026	7011
10938	1143
